#balance,customer_id,Rank
62055,15647725,183
62078,15684645,184
62093,15768945,185
62095,15720929,186
62212,15799358,187
62277,15813034,188
62322,15656726,189
62340,15812918,190
62389,15765300,191
62391,15630241,192
62400,15643916,193
62483,15730448,194
62611,15684999,195
62718,15646374,196
62733,15794273,197
62975,15708505,198
62980,15574119,199
63093,15574795,200
63095,15594917,201
63127,15643630,202
63176,15606274,203
63227,15652266,204
63350,15690452,205
63439,15610355,206
63489,15811565,207
63493,15613656,208
63562,15650026,209
63610,15710689,210
63664,15802381,211
63669,15702919,212
63724,15605264,213
63763,15753566,214
63832,15632125,215
63874,15713770,216
64082,15752626,217
64098,15694272,218
64119,15727299,219
64345,15758845,220
64404,15724764,221
64430,15565714,222
64498,15730044,223
64647,15758116,224
64668,15733014,225
64740,15776223,226
64808,15727198,227
64898,15792722,228
64900,15791030,229
65046,15724563,230
65095,15682890,231
65190,15690743,232
65253,15750141,233
65269,15664849,234
65350,15643575,235
65407,15804131,236
65521,15682928,237
65643,15739131,238
65668,15634628,239
65733,15616280,240
65764,15604345,241
65812,15697028,242
65848,15780954,243
65942,15596181,244
65963,15742210,245
65972,15687658,246
66079,15704788,247
66102,15681402,248
66190,15743709,249
66202,15567078,250
66220,15762455,251
66251,15801316,252
66339,15800031,253
66393,15720649,254
66483,15782100,255
66573,15605872,256
66583,15641934,257
66949,15566380,258
67088,15625675,259
67112,15631189,260
67178,15773723,261
67226,15729362,262
67239,15568506,263
67495,15600997,264
67563,15690647,265
67640,15782159,266
67817,15654409,267
67996,15738181,268
68066,15694860,269
68067,15628170,270
68080,15673084,271
68138,15656330,272
68156,15662067,273
68194,15667417,274
68214,15802585,275
68239,15736327,276
68333,15694098,277
68346,15636061,278
68348,15625445,279
68375,15577178,280
68424,15702145,281
68432,15815626,282
68599,15599289,283
68640,15598086,284
68684,15790658,285
68782,15750299,286
68800,15679961,287
68807,15751524,288
68882,15575748,289
68893,15684951,290
68928,15585928,291
69000,15814553,292
69014,15763704,293
69130,15746737,294
69144,15605835,295
69311,15756299,296
69329,15775590,297
69365,15588450,298
69385,15641490,299
69413,15609458,300
69424,15657317,301
69434,15781129,302
69459,15787222,303
69479,15692443,304
69519,15632848,305
69608,15603111,306
69610,15568120,307
69617,15790448,308
69713,15596647,309
69881,15720820,310
69975,15793070,311
70106,15811261,312
70181,15742504,313
70234,15643679,314
70259,15603550,315
70264,15803365,316
70291,15723950,317
70302,15658485,318
70349,15585768,319
70363,15773852,320
70417,15778290,321
70418,15607753,322
70438,15732674,323
70541,15639549,324
70655,15756920,325
70658,15779423,326
70729,15579166,327
70731,15608653,328
70754,15591985,329
70784,15744200,330
71019,15686219,331
71027,15609977,332
71084,15584704,333
71097,15599386,334
71143,15790336,335
71187,15791842,336
71240,15624397,337
71264,15585595,338
71270,15633181,339
71281,15775703,340
71283,15751445,341
71340,15576313,342
71380,15568164,343
71433,15611315,344
71461,15788676,345
71482,15741275,346
71498,15566156,347
71554,15676513,348
71668,15725039,349
71668,15643215,350
71787,15709780,351
71817,15794360,352
71829,15648272,353
71843,15656322,354
71872,15578738,355
71903,15789865,356
71996,15650545,357
71996,15591248,358
72013,15745375,359
72080,15682914,360
72093,15665283,361
72253,15631159,362
72287,15730735,363
72309,15766017,364
72374,15752139,365
72392,15753719,366
72495,15614847,367
72510,15718843,368
72535,15698816,369
72541,15681697,370
72549,15753462,371
72594,15641007,372
72648,15704657,373
72664,15795737,374
72783,15661007,375
72788,15675888,376
72836,15800251,377
72945,15610090,378
72949,15736778,379
73023,15794870,380
73054,15707551,381
73059,15634591,382
73070,15598892,383
73088,15576760,384
73113,15579994,385
73179,15807989,386
73195,15667216,387
73195,15806929,388
73211,15707968,389
73219,15580953,390
73309,15620981,391
73314,15627637,392
73349,15591091,393
73481,15733476,394
73493,15681476,395
73494,15637774,396
73688,15719950,397
73700,15587233,398
73937,15613699,399
74129,15697801,400
74136,15765982,401
74197,15643496,402
74237,15746035,403
74260,15770543,404
74275,15623107,405
74298,15749130,406
74306,15721433,407
74310,15659486,408
74323,15608760,409
74371,15719276,410
74386,15778345,411
74430,15648367,412
74458,15744240,413
74484,15712608,414
74596,15676895,415
74624,15678284,416
74682,15625904,417
74813,15628144,418
74896,15758831,419
74897,15790809,420
74964,15646756,421
74975,15716619,422
74989,15683213,423
74990,15624633,424
75051,15745326,425
75075,15777797,426
75075,15682355,427
75150,15634974,428
75171,15586757,429
75212,15630661,430
75226,15675518,431
75238,15715769,432
75242,15654300,433
75263,15591969,434
75264,15731267,435
75303,15671345,436
75340,15631222,437
75361,15680278,438
75381,15712772,439
75396,15670668,440
75408,15609011,441
75470,15715297,442
75498,15815530,443
75499,15771997,444
75592,15718673,445
75682,15749265,446
75802,15654964,447
75888,15647091,448
75893,15806327,449
75901,15577806,450
75916,15750769,451
75991,15798470,452
76002,15569209,453
76088,15668289,454
76102,15800961,455
76166,15593295,456
76190,15808621,457
76227,15591822,458
76297,15726103,459
76319,15749345,460
76320,15790810,461
76323,15793842,462
76409,15688251,463
76467,15590228,464
76495,15665385,465
76511,15803685,466
76549,15729599,467
76554,15656096,468
76595,15754952,469
76598,15773779,470
76656,15723013,471
76666,15583681,472
76692,15677387,473
76706,15577170,474
76770,15581115,475
76799,15773487,476
76817,15815316,477
76914,15713949,478
76915,15800434,479
76962,15806941,480
76968,15686983,481
76990,15578783,482
77002,15721719,483
77066,15596088,484
77083,15751549,485
77169,15568240,486
77253,15575185,487
77254,15637876,488
77270,15721582,489
77354,15578603,490
77357,15583221,491
77374,15674620,492
77487,15697318,493
77527,15701687,494
77557,15748595,495
77599,15626898,496
77608,15668142,497
77627,15810203,498
77637,15730059,499
77642,15714062,500
77648,15616630,501
77652,15744695,502
77702,15690330,503
77743,15632551,504
77776,15715465,505
77780,15803406,506
77806,15603328,507
77827,15600708,508
77847,15628112,509
77887,15659710,510
77910,15591550,511
77920,15742809,512
77950,15799785,513
77968,15732943,514
77993,15671032,515
78023,15612633,516
78120,15796115,517
78126,15756751,518
78128,15674343,519
78133,15775826,520
78136,15770420,521
78247,15678385,522
78250,15644882,523
78315,15679884,524
78381,15695932,525
78391,15751628,526
78396,15674583,527
78399,15746726,528
78535,15682995,529
78540,15754342,530
78653,15749482,531
78654,15605447,532
78707,15751208,533
78738,15790254,534
78778,15656865,535
78830,15700601,536
78833,15605665,537
78886,15666453,538
78892,15626485,539
78939,15576644,540
78990,15750874,541
78993,15605918,542
79020,15700696,543
79036,15717286,544
79065,15579387,545
79120,15674678,546
79126,15804064,547
79144,15687218,548
79260,15679284,549
79260,15682533,550
79264,15653404,551
79282,15611580,552
79337,15804864,553
79341,15683657,554
79369,15757001,555
79385,15655590,556
79388,15732672,557
79416,15811327,558
79450,15718780,559
79461,15664772,560
79469,15607993,561
79475,15768342,562
79523,15690456,563
79544,15665110,564
79551,15675983,565
79563,15571281,566
79563,15631481,567
79586,15801441,568
79589,15689751,569
79657,15636634,570
79706,15745030,571
79715,15734714,572
79732,15694717,573
79757,15773221,574
79812,15666095,575
79858,15655252,576
79858,15610557,577
79871,15693737,578
79896,15584749,579
79927,15580682,580
79932,15590820,581
79952,15697360,582
79955,15791040,583
79963,15763922,584
79975,15636982,585
80001,15592222,586
80002,15723216,587
80091,15605742,588
80108,15619801,589
80204,15572021,590
80214,15782939,591
80242,15709487,592
80263,15797736,593
80263,15733581,594
80285,15782181,595
80294,15593636,596
80294,15812197,597
80380,15687765,598
80388,15591279,599
80442,15727605,600
80462,15628420,601
80539,15743236,602
80543,15566030,603
80570,15725660,604
80614,15733616,605
80615,15801920,606
80674,15574296,607
80697,15729582,608
80728,15770185,609
80764,15661903,610
80780,15729956,611
80791,15813422,612
80794,15806964,613
80816,15715003,614
80845,15640865,615
80895,15650244,616
80923,15581252,617
80926,15638871,618
80928,15704844,619
80932,15791373,620
80958,15790689,621
80965,15622171,622
81026,15696552,623
81042,15610426,624
81070,15686696,625
81077,15737556,626
81132,15751180,627
81154,15662698,628
81174,15795149,629
81211,15750441,630
81232,15769308,631
81246,15592751,632
81273,15593365,633
81290,15603942,634
81310,15760873,635
81370,15638003,636
81480,15676810,637
81523,15594864,638
81551,15624170,639
81554,15658052,640
81557,15775335,641
81564,15779496,642
81571,15651900,643
81577,15709117,644
81589,15645778,645
81624,15767954,646
81677,15706186,647
81685,15657603,648
81710,15568025,649
81733,15654611,650
81734,15772601,651
81743,15756560,652
81796,15583736,653
81812,15777045,654
81818,15722090,655
81828,15695299,656
81845,15621629,657
81877,15592937,658
81906,15616168,659
81948,15590146,660
81952,15800814,661
81955,15662751,662
82034,15775153,663
82084,15643056,664
82162,15666884,665
82182,15686099,666
82229,15632185,667
82232,15711825,668
82256,15732903,669
82259,15805112,670
82275,15763431,671
82291,15718289,672
82294,15756475,673
82322,15614936,674
82345,15703143,675
82374,15785352,676
82408,15734942,677
82442,15672216,678
82454,15643121,679
82498,15687094,680
82500,15801417,681
82507,15707144,682
82531,15726589,683
82547,15689061,684
82559,15654531,685
82597,15730657,686
82614,15717138,687
82674,15580146,688
82696,15724890,689
82697,15767781,690
82729,15649060,691
82729,15734850,692
82766,15720706,693
82767,15569178,694
82788,15796343,695
82794,15592000,696
82844,15638730,697
82909,15646082,698
82916,15618363,699
82932,15709295,700
82940,15795275,701
83008,15725221,702
83016,15649211,703
83036,15612139,704
83061,15706131,705
83074,15611947,706
83103,15638257,707
83117,15669611,708
83132,15800856,709
83134,15719212,710
83162,15740043,711
83174,15581332,712
83181,15581479,713
83195,15618155,714
83199,15690164,715
83264,15705113,716
83287,15705001,717
83287,15580914,718
83319,15700174,719
83326,15651737,720
83347,15738634,721
83349,15640852,722
83415,15777896,723
83443,15609545,724
83457,15780561,725
83460,15652674,726
83492,15620323,727
83495,15782418,728
83502,15581525,729
83503,15732202,730
83543,15727915,731
83556,15770255,732
83568,15642726,733
83569,15656454,734
83600,15578747,735
83625,15776921,736
83693,15774262,737
83714,15724876,738
83728,15692577,739
83739,15566740,740
83765,15575410,741
83773,15752694,742
83808,15647311,743
83870,15753102,744
83889,15753969,745
83889,15796071,746
83947,15573798,747
84007,15765192,748
84009,15627385,749
84027,15683562,750
84055,15706170,751
84102,15679928,752
84113,15724466,753
84121,15737571,754
84266,15720814,755
84284,15765322,756
84310,15657778,757
84315,15660768,758
84328,15771086,759
84350,15814268,760
84379,15682955,761
84387,15604497,762
84391,15657139,763
84422,15603221,764
84439,15802809,765
84440,15750549,766
84446,15700801,767
84469,15684267,768
84475,15764892,769
84497,15641009,770
84521,15719579,771
84558,15792627,772
84560,15791342,773
84588,15598536,774
84607,15591360,775
84622,15650432,776
84652,15579074,777
84673,15631392,778
84693,15712068,779
84719,15613734,780
84720,15763148,781
84745,15762238,782
84765,15733297,783
84903,15701555,784
84906,15809872,785
84945,15686964,786
84959,15693904,787
85089,15623062,788
85109,15708003,789
85142,15590623,790
85146,15633227,791
85146,15627298,792
85162,15754940,793
85201,15759913,794
85217,15707861,795
85225,15648858,796
85228,15740164,797
85304,15703763,798
85312,15706552,799
85326,15678412,800
85535,15708791,801
85600,15775892,802
85616,15676156,803
85627,15775888,804
85647,15616221,805
85661,15807593,806
85669,15751593,807
85679,15690134,808
85705,15659234,809
85756,15672637,810
85758,15618213,811
85768,15601550,812
85818,15667190,813
85840,15750466,814
85845,15720338,815
85860,15799998,816
85892,15714485,817
85898,15698749,818
85907,15794941,819
85916,15802625,820
85958,15591433,821
85982,15629187,822
85996,15734999,823
86006,15572777,824
86006,15687828,825
86038,15775761,826
86054,15599722,827
86055,15676958,828
86102,15797475,829
86132,15573926,830
86147,15663933,831
86168,15626948,832
86173,15711062,833
86271,15703292,834
86351,15660833,835
86352,15642996,836
86376,15720305,837
86394,15761600,838
86403,15608968,839
86449,15577398,840
86460,15674526,841
86546,15738166,842
86569,15803005,843
86570,15761043,844
86606,15807609,845
86607,15638159,846
86614,15778752,847
86616,15702801,848
86656,15600379,849
86714,15733361,850
86824,15734970,851
86838,15588587,852
86844,15667944,853
86892,15734202,854
86893,15666767,855
86912,15605375,856
86921,15581700,857
86978,15771211,858
87070,15626608,859
87097,15688498,860
87099,15688868,861
87100,15672983,862
87105,15595991,863
87117,15614962,864
87141,15804787,865
87202,15805062,866
87213,15760662,867
87262,15749964,868
87271,15633537,869
87348,15617252,870
87361,15569571,871
87375,15764654,872
87376,15789874,873
87413,15707042,874
87472,15779809,875
87486,15803965,876
87505,15687752,877
87541,15803749,878
87543,15752984,879
87603,15784761,880
87610,15569917,881
87613,15656822,882
87619,15718667,883
87624,15657830,884
87637,15791550,885
87739,15755416,886
87773,15759915,887
87780,15612207,888
87807,15751926,889
87815,15611157,890
87843,15731478,891
87873,15653251,892
87894,15582325,893
87926,15698716,894
87946,15621653,895
87967,15704581,896
88011,15745605,897
88047,15566531,898
88084,15771087,899
88110,15776231,900
88121,15710978,901
88141,15656319,902
88162,15626628,903
88243,15807294,904
88293,15808017,905
88295,15773934,906
88303,15721740,907
88309,15610446,908
88311,15757837,909
88324,15775572,910
88335,15653306,911
88348,15600912,912
88363,15687884,913
88379,15610781,914
88380,15792473,915
88381,15769959,916
88382,15791174,917
88422,15730137,918
88442,15694666,919
88467,15787459,920
88477,15599591,921
88542,15799925,922
88594,15806945,923
88595,15566891,924
88656,15730540,925
88736,15607040,926
88759,15622217,927
88773,15676526,928
88787,15708196,929
88798,15732987,930
88814,15723856,931
88816,15778395,932
88820,15777452,933
88826,15591286,934
88828,15570379,935
88902,15583552,936
88915,15641675,937
88916,15645956,938
88939,15599195,939
88963,15718231,940
88977,15707681,941
88980,15657085,942
89016,15590434,943
89026,15691323,944
89040,15771857,945
89047,15635388,946
89079,15722965,947
89086,15699753,948
89088,15640409,949
89112,15803032,950
89118,15720774,951
89122,15765415,952
89159,15800061,953
89175,15812356,954
89182,15659194,955
89189,15628558,956
89276,15635775,957
89300,15761554,958
89349,15671387,959
89365,15742442,960
89410,15617518,961
89417,15766649,962
89437,15719090,963
89493,15668695,964
89551,15602994,965
89558,15805151,966
89572,15695872,967
89588,15695632,968
89635,15686936,969
89686,15745417,970
89689,15813916,971
89697,15766869,972
89729,15803790,973
89743,15715673,974
89750,15794841,975
89764,15755262,976
89772,15663438,977
89799,15654772,978
89800,15668504,979
89839,15734610,980
89900,15714634,981
89929,15814022,982
89940,15797692,983
89969,15726032,984
89995,15708162,985
90018,15589358,986
90023,15692664,987
90044,15755521,988
90064,15586039,989
90125,15723706,990
90145,15612043,991
90194,15583692,992
90212,15671534,993
90217,15708513,994
90218,15745452,995
90219,15570508,996
90249,15733138,997
90306,15600813,998
90308,15701164,999
90323,15767391,1000
90351,15797276,1001
90355,15662658,1002
90371,15787014,1003
90373,15672516,1004
90403,15635197,1005
90408,15698184,1006
90413,15793046,1007
90425,15717643,1008
90433,15706815,1009
90450,15629985,1010
90537,15803526,1011
90537,15805523,1012
90544,15570086,1013
90547,15613471,1014
90560,15802351,1015
90560,15768120,1016
90595,15812920,1017
90602,15696175,1018
90605,15589739,1019
90612,15792388,1020
90697,15770711,1021
90722,15778157,1022
90723,15752193,1023
90728,15685826,1024
90758,15788022,1025
90779,15603565,1026
90792,15701175,1027
90826,15719541,1028
90866,15703177,1029
90921,15772618,1030
90958,15594902,1031
90963,15763381,1032
90972,15759317,1033
91026,15728608,1034
91057,15709142,1035
91069,15697020,1036
91070,15759381,1037
91091,15575694,1038
91116,15610972,1039
91126,15601172,1040
91132,15593496,1041
91184,15579207,1042
91188,15625713,1043
91216,15792646,1044
91219,15709016,1045
91242,15758031,1046
91247,15662501,1047
91259,15797246,1048
91285,15785865,1049
91285,15708236,1050
91287,15804075,1051
91293,15779390,1052
91302,15679743,1053
91329,15645593,1054
91416,15745083,1055
91444,15743714,1056
91503,15781553,1057
91522,15679062,1058
91537,15634844,1059
91539,15756535,1060
91548,15756901,1061
91550,15756148,1062
91561,15794849,1063
91563,15794257,1064
91592,15814816,1065
91611,15596671,1066
91613,15640464,1067
91622,15766047,1068
91622,15604304,1069
91680,15601659,1070
91712,15711602,1071
91719,15795132,1072
91760,15722532,1073
91835,15607065,1074
91858,15608541,1075
91870,15684908,1076
91893,15724863,1077
91898,15724684,1078
91903,15661656,1079
91938,15748854,1080
91956,15736254,1081
91956,15679429,1082
92042,15571752,1083
92053,15771299,1084
92053,15792176,1085
92055,15643865,1086
92060,15750867,1087
92073,15727944,1088
92114,15777211,1089
92126,15704819,1090
92140,15660155,1091
92171,15658716,1092
92200,15576162,1093
92209,15643967,1094
92219,15772381,1095
92225,15777743,1096
92242,15798024,1097
92245,15756277,1098
92246,15766810,1099
92311,15804256,1100
92316,15732644,1101
92341,15697678,1102
92348,15713819,1103
92350,15663917,1104
92363,15808182,1105
92367,15627262,1106
92398,15778304,1107
92437,15728912,1108
92466,15574169,1109
92468,15599078,1110
92472,15733705,1111
92474,15795586,1112
92477,15696371,1113
92511,15672467,1114
92526,15793366,1115
92567,15622003,1116
92578,15714750,1117
92600,15773520,1118
92607,15813144,1119
92617,15662232,1120
92619,15625311,1121
92637,15675252,1122
92659,15812832,1123
92675,15798824,1124
92676,15652948,1125
92717,15583278,1126
92761,15700325,1127
92784,15794414,1128
92787,15630725,1129
92806,15689351,1130
92834,15744689,1131
92848,15595036,1132
92855,15589019,1133
92877,15654577,1134
92887,15601012,1135
92887,15581280,1136
92890,15769980,1137
92896,15619608,1138
92899,15790744,1139
92912,15654851,1140
92931,15796838,1141
92962,15591932,1142
93013,15702741,1143
93017,15703563,1144
93052,15642041,1145
93059,15642345,1146
93124,15808334,1147
93143,15587640,1148
93147,15745527,1149
93149,15670859,1150
93174,15605341,1151
93183,15748649,1152
93244,15687913,1153
93249,15632576,1154
93260,15588955,1155
93302,15574071,1156
93321,15570769,1157
93460,15814032,1158
93500,15675320,1159
93522,15611024,1160
93547,15709004,1161
93570,15749583,1162
93577,15593959,1163
93579,15775067,1164
93590,15813159,1165
93608,15791533,1166
93616,15777315,1167
93617,15570908,1168
93657,15716491,1169
93680,15723989,1170
93694,15663478,1171
93717,15711219,1172
93723,15595766,1173
93791,15692002,1174
93796,15749019,1175
93806,15812071,1176
93817,15673180,1177
93817,15717191,1178
93834,15744606,1179
93845,15635367,1180
93872,15684801,1181
93911,15669204,1182
93920,15807239,1183
93925,15784124,1184
93935,15675141,1185
93956,15641298,1186
93960,15764170,1187
93979,15624892,1188
94002,15669490,1189
94050,15700813,1190
94079,15643658,1191
94109,15713983,1192
94127,15806709,1193
94154,15795571,1194
94164,15760521,1195
94204,15624775,1196
94216,15571302,1197
94223,15765846,1198
94231,15779492,1199
94239,15640258,1200
94264,15671789,1201
94268,15585198,1202
94349,15743490,1203
94417,15597109,1204
94435,15674368,1205
94444,15777826,1206
94456,15631072,1207
94465,15739997,1208
94486,15574886,1209
94493,15606836,1210
94504,15795124,1211
94521,15607098,1212
94598,15789974,1213
94607,15657868,1214
94615,15768282,1215
94631,15710390,1216
94652,15658589,1217
94662,15783025,1218
94667,15781884,1219
94683,15654372,1220
94684,15798348,1221
94723,15801188,1222
94749,15637650,1223
94752,15777901,1224
94754,15799653,1225
94754,15687634,1226
94762,15662263,1227
94773,15744295,1228
94867,15641416,1229
94901,15626882,1230
94921,15606849,1231
94969,15709846,1232
95001,15595657,1233
95011,15573741,1234
95021,15791102,1235
95023,15688760,1236
95039,15669589,1237
95040,15698321,1238
95052,15653050,1239
95053,15737735,1240
95059,15705639,1241
95121,15751227,1242
95129,15659098,1243
95139,15721917,1244
95140,15646091,1245
95154,15612071,1246
95162,15694237,1247
95168,15576304,1248
95196,15684319,1249
95232,15664001,1250
95253,15795511,1251
95294,15607634,1252
95295,15704284,1253
95297,15778515,1254
95313,15793896,1255
95329,15731951,1256
95332,15634218,1257
95357,15782899,1258
95368,15759244,1259
95377,15716501,1260
95387,15633877,1261
95439,15812607,1262
95441,15736008,1263
95448,15611544,1264
95453,15631639,1265
95478,15781326,1266
95489,15700255,1267
95502,15803941,1268
95507,15806913,1269
95508,15693131,1270
95523,15634245,1271
95556,15707362,1272
95560,15605534,1273
95624,15647474,1274
95669,15721307,1275
95672,15617648,1276
95676,15800514,1277
95679,15713632,1278
95697,15705301,1279
95699,15757648,1280
95710,15770424,1281
95727,15603135,1282
95742,15626114,1283
95773,15590268,1284
95808,15642821,1285
95814,15759436,1286
95826,15613172,1287
95829,15657228,1288
95830,15688984,1289
95846,15778463,1290
95853,15748231,1291
95858,15748947,1292
95873,15640686,1293
95900,15731412,1294
95923,15693771,1295
95927,15710687,1296
95948,15775339,1297
95984,15764916,1298
95985,15715510,1299
95995,15743617,1300
96020,15782404,1301
96021,15622454,1302
96032,15622470,1303
96049,15565796,1304
96107,15729054,1305
96110,15596808,1306
96127,15799468,1307
96129,15678427,1308
96134,15731815,1309
96143,15703199,1310
96148,15788189,1311
96153,15586029,1312
96167,15765532,1313
96173,15658987,1314
96196,15671591,1315
96202,15797190,1316
96214,15614929,1317
96253,15680430,1318
96288,15646539,1319
96297,15664432,1320
96341,15701319,1321
96341,15671148,1322
96354,15679963,1323
96382,15701352,1324
96399,15659949,1325
96403,15722991,1326
96409,15666173,1327
96418,15742272,1328
96424,15811127,1329
96462,15756926,1330
96471,15736397,1331
96474,15634295,1332
96480,15815295,1333
96487,15684318,1334
96542,15576745,1335
96554,15789313,1336
96559,15701333,1337
96643,15706199,1338
96646,15706021,1339
96651,15569878,1340
96653,15566251,1341
96655,15621457,1342
96660,15618950,1343
96675,15579433,1344
96680,15736146,1345
96694,15601030,1346
96709,15687492,1347
96749,15779103,1348
96759,15725429,1349
96764,15800736,1350
96769,15781127,1351
96776,15649858,1352
96781,15673333,1353
96799,15706223,1354
96814,15735549,1355
96835,15702656,1356
96858,15773789,1357
96863,15587735,1358
96864,15627741,1359
96877,15809279,1360
96888,15637753,1361
96891,15718465,1362
96926,15608209,1363
96939,15814236,1364
96948,15778975,1365
96950,15641183,1366
96951,15718852,1367
96956,15738907,1368
96975,15739054,1369
96997,15761525,1370
97001,15714080,1371
97009,15700209,1372
97023,15641877,1373
97036,15643671,1374
97041,15586517,1375
97043,15584536,1376
97068,15625175,1377
97072,15616088,1378
97086,15693683,1379
97093,15624519,1380
97134,15794048,1381
97158,15583067,1382
97189,15778861,1383
97208,15758775,1384
97235,15715597,1385
97257,15779711,1386
97259,15589975,1387
97266,15775307,1388
97268,15634180,1389
97286,15774744,1390
97318,15780804,1391
97325,15584785,1392
97325,15756301,1393
97331,15604314,1394
97338,15621093,1395
97340,15641585,1396
97362,15792525,1397
97379,15620505,1398
97383,15660524,1399
97392,15641595,1400
97403,15645511,1401
97408,15751788,1402
97436,15680901,1403
97440,15806926,1404
97445,15693947,1405
97459,15602844,1406
97460,15605968,1407
97474,15615322,1408
97486,15767358,1409
97496,15590966,1410
97514,15638788,1411
97530,15626742,1412
97541,15714689,1413
97544,15725811,1414
97560,15636626,1415
97566,15803121,1416
97585,15706464,1417
97589,15785042,1418
97612,15796434,1419
97653,15683183,1420
97663,15690492,1421
97666,15668669,1422
97700,15604355,1423
97706,15658306,1424
97720,15766427,1425
97739,15675585,1426
97750,15683416,1427
97764,15738318,1428
97786,15574947,1429
97792,15611189,1430
97819,15675650,1431
97841,15778190,1432
97854,15651802,1433
97893,15646227,1434
97925,15662758,1435
97957,15722578,1436
97976,15694409,1437
97990,15746986,1438
98009,15567383,1439
98015,15716822,1440
98053,15715920,1441
98065,15666181,1442
98088,15681410,1443
98109,15763055,1444
98142,15596165,1445
98149,15606915,1446
98173,15657349,1447
98187,15631457,1448
98203,15709917,1449
98206,15623471,1450
98218,15789425,1451
98241,15641850,1452
98263,15677435,1453
98266,15723411,1454
98269,15598982,1455
98270,15773639,1456
98298,15800784,1457
98309,15744368,1458
98360,15584897,1459
98362,15680767,1460
98365,15623502,1461
98373,15755648,1462
98383,15729019,1463
98401,15758013,1464
98415,15756668,1465
98431,15631800,1466
98438,15739592,1467
98443,15752857,1468
98444,15668747,1469
98460,15717231,1470
98488,15641604,1471
98496,15569590,1472
98544,15609475,1473
98549,15771509,1474
98557,15796167,1475
98567,15779247,1476
98586,15729689,1477
98590,15775709,1478
98593,15729489,1479
98612,15598259,1480
98627,15569526,1481
98630,15699515,1482
98636,15634359,1483
98641,15606267,1484
98650,15687153,1485
98668,15625944,1486
98676,15637690,1487
98683,15620398,1488
98684,15724648,1489
98711,15736126,1490
98724,15775809,1491
98739,15588019,1492
98753,15783305,1493
98760,15628008,1494
98766,15671014,1495
98775,15636388,1496
98792,15661626,1497
